Image_ID,Model,Attack,Defense,Was_Successful_Attack,Defended_Pred_Idx,Cured
n02111277,MobileNetV2,TargetedI-FGSM,JPEG (q=75),True,301,False
n02111277,MobileNetV2,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,369,False
n02111277,MobileNetV2,SquareAttack,JPEG (q=75),True,297,False
n02111277,MobileNetV2,SquareAttack,Feature Squeeze (4-bit + median-3),True,205,False
n02111277,MobileNetV2,NES,JPEG (q=75),True,205,False
n02111277,MobileNetV2,NES,Feature Squeeze (4-bit + median-3),True,367,False
n02111277,MobileNetV2,BoundaryAttack,JPEG (q=75),True,372,False
n02111277,MobileNetV2,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,265,False
n02113712,MobileNetV2,FGSM,JPEG (q=75),True,341,False
n02113712,MobileNetV2,FGSM,Feature Squeeze (4-bit + median-3),True,32,False
n02113712,MobileNetV2,PGD,JPEG (q=75),True,76,False
n02113712,MobileNetV2,PGD,Feature Squeeze (4-bit + median-3),True,76,False
n02113712,MobileNetV2,C&W,JPEG (q=75),True,175,False
n02113712,MobileNetV2,C&W,Feature Squeeze (4-bit + median-3),True,219,False
n02113712,MobileNetV2,DeepFool,JPEG (q=75),True,194,True
n02113712,MobileNetV2,DeepFool,Feature Squeeze (4-bit + median-3),True,265,False
n02113712,MobileNetV2,TargetedI-FGSM,JPEG (q=75),True,301,False
n02113712,MobileNetV2,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,265,False
n02113712,MobileNetV2,SquareAttack,JPEG (q=75),True,194,True
n02113712,MobileNetV2,SquareAttack,Feature Squeeze (4-bit + median-3),True,265,False
n02113712,MobileNetV2,NES,JPEG (q=75),True,187,False
n02113712,MobileNetV2,NES,Feature Squeeze (4-bit + median-3),True,265,False
n02113712,MobileNetV2,BoundaryAttack,JPEG (q=75),True,5,False
n02113712,MobileNetV2,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,265,False
n02114548,MobileNetV2,FGSM,JPEG (q=75),True,279,False
n02114548,MobileNetV2,FGSM,Feature Squeeze (4-bit + median-3),True,212,False
n02114548,MobileNetV2,PGD,JPEG (q=75),True,359,False
n02114548,MobileNetV2,PGD,Feature Squeeze (4-bit + median-3),True,201,False
n02114548,MobileNetV2,C&W,JPEG (q=75),True,279,False
n02114548,MobileNetV2,C&W,Feature Squeeze (4-bit + median-3),True,279,False
n02114548,MobileNetV2,DeepFool,JPEG (q=75),True,270,True
n02114548,MobileNetV2,DeepFool,Feature Squeeze (4-bit + median-3),True,270,True
n02114548,MobileNetV2,TargetedI-FGSM,JPEG (q=75),True,270,True
n02114548,MobileNetV2,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,160,False
n02114548,MobileNetV2,SquareAttack,JPEG (q=75),True,279,False
n02114548,MobileNetV2,SquareAttack,Feature Squeeze (4-bit + median-3),True,196,False
n02114548,MobileNetV2,NES,JPEG (q=75),True,270,True
n02114548,MobileNetV2,NES,Feature Squeeze (4-bit + median-3),True,270,True
n02114548,MobileNetV2,BoundaryAttack,JPEG (q=75),True,279,False
n02114548,MobileNetV2,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,203,False
n02116738,MobileNetV2,FGSM,JPEG (q=75),True,275,True
n02116738,MobileNetV2,FGSM,Feature Squeeze (4-bit + median-3),True,275,True
n02116738,MobileNetV2,PGD,JPEG (q=75),True,189,False
n02116738,MobileNetV2,PGD,Feature Squeeze (4-bit + median-3),True,196,False
n02116738,MobileNetV2,C&W,JPEG (q=75),True,275,True
n02116738,MobileNetV2,C&W,Feature Squeeze (4-bit + median-3),True,275,True
n02116738,MobileNetV2,DeepFool,JPEG (q=75),True,275,True
n02116738,MobileNetV2,DeepFool,Feature Squeeze (4-bit + median-3),True,275,True
n02116738,MobileNetV2,TargetedI-FGSM,JPEG (q=75),True,301,False
n02116738,MobileNetV2,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,275,True
n02116738,MobileNetV2,SquareAttack,JPEG (q=75),True,275,True
n02116738,MobileNetV2,SquareAttack,Feature Squeeze (4-bit + median-3),True,275,True
n02116738,MobileNetV2,NES,JPEG (q=75),False,275,True
n02116738,MobileNetV2,NES,Feature Squeeze (4-bit + median-3),False,275,True
n02116738,MobileNetV2,BoundaryAttack,JPEG (q=75),True,275,True
n02116738,MobileNetV2,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,275,True
n02120079,MobileNetV2,FGSM,JPEG (q=75),True,248,False
n02120079,MobileNetV2,FGSM,Feature Squeeze (4-bit + median-3),True,270,False
n02120079,MobileNetV2,PGD,JPEG (q=75),True,248,False
n02120079,MobileNetV2,PGD,Feature Squeeze (4-bit + median-3),True,258,False
n02120079,MobileNetV2,C&W,JPEG (q=75),True,279,True
n02120079,MobileNetV2,C&W,Feature Squeeze (4-bit + median-3),True,279,True
n02120079,MobileNetV2,DeepFool,JPEG (q=75),True,279,True
n02120079,MobileNetV2,DeepFool,Feature Squeeze (4-bit + median-3),True,203,False
n02120079,MobileNetV2,TargetedI-FGSM,JPEG (q=75),True,279,True
n02120079,MobileNetV2,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,279,True
n02120079,MobileNetV2,SquareAttack,JPEG (q=75),True,279,True
n02120079,MobileNetV2,SquareAttack,Feature Squeeze (4-bit + median-3),True,258,False
n02120079,MobileNetV2,NES,JPEG (q=75),True,279,True
n02120079,MobileNetV2,NES,Feature Squeeze (4-bit + median-3),True,258,False
n02120079,MobileNetV2,BoundaryAttack,JPEG (q=75),True,279,True
n02120079,MobileNetV2,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,258,False
n02129165,MobileNetV2,FGSM,JPEG (q=75),True,271,False
n02129165,MobileNetV2,FGSM,Feature Squeeze (4-bit + median-3),True,271,False
n02129165,MobileNetV2,PGD,JPEG (q=75),True,271,False
n02129165,MobileNetV2,PGD,Feature Squeeze (4-bit + median-3),True,280,False
n02129165,MobileNetV2,C&W,JPEG (q=75),True,291,True
n02129165,MobileNetV2,C&W,Feature Squeeze (4-bit + median-3),True,291,True
n02129165,MobileNetV2,DeepFool,JPEG (q=75),True,276,False
n02129165,MobileNetV2,DeepFool,Feature Squeeze (4-bit + median-3),True,291,True
n02129165,MobileNetV2,TargetedI-FGSM,JPEG (q=75),True,220,False
n02129165,MobileNetV2,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,276,False
n02129165,MobileNetV2,SquareAttack,JPEG (q=75),True,271,False
n02129165,MobileNetV2,SquareAttack,Feature Squeeze (4-bit + median-3),True,278,False
n02129165,MobileNetV2,NES,JPEG (q=75),True,276,False
n02129165,MobileNetV2,NES,Feature Squeeze (4-bit + median-3),True,280,False
n02129165,MobileNetV2,BoundaryAttack,JPEG (q=75),True,293,False
n02129165,MobileNetV2,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,106,False
n02138441,MobileNetV2,FGSM,JPEG (q=75),True,383,False
n02138441,MobileNetV2,FGSM,Feature Squeeze (4-bit + median-3),True,276,False
n02138441,MobileNetV2,PGD,JPEG (q=75),True,276,False
n02138441,MobileNetV2,PGD,Feature Squeeze (4-bit + median-3),True,276,False
n02138441,MobileNetV2,C&W,JPEG (q=75),True,383,False
n02138441,MobileNetV2,C&W,Feature Squeeze (4-bit + median-3),True,383,False
n02138441,MobileNetV2,DeepFool,JPEG (q=75),True,383,False
n02138441,MobileNetV2,DeepFool,Feature Squeeze (4-bit + median-3),True,251,False
n02138441,MobileNetV2,TargetedI-FGSM,JPEG (q=75),True,299,False
n02138441,MobileNetV2,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,251,False
n02138441,MobileNetV2,SquareAttack,JPEG (q=75),True,383,False
n02138441,MobileNetV2,SquareAttack,Feature Squeeze (4-bit + median-3),True,383,False
n02138441,MobileNetV2,NES,JPEG (q=75),True,299,False
n02138441,MobileNetV2,NES,Feature Squeeze (4-bit + median-3),True,251,False
n02138441,MobileNetV2,BoundaryAttack,JPEG (q=75),True,904,False
n02138441,MobileNetV2,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,674,False
n02165456,MobileNetV2,FGSM,JPEG (q=75),True,906,False
n02165456,MobileNetV2,FGSM,Feature Squeeze (4-bit + median-3),True,318,False
n02165456,MobileNetV2,PGD,JPEG (q=75),True,906,False
n02165456,MobileNetV2,PGD,Feature Squeeze (4-bit + median-3),True,301,True
n02165456,MobileNetV2,C&W,JPEG (q=75),True,301,True
n02165456,MobileNetV2,C&W,Feature Squeeze (4-bit + median-3),True,301,True
n02165456,MobileNetV2,DeepFool,JPEG (q=75),True,301,True
n02165456,MobileNetV2,DeepFool,Feature Squeeze (4-bit + median-3),True,301,True
n02165456,MobileNetV2,SquareAttack,JPEG (q=75),True,301,True
n02165456,MobileNetV2,SquareAttack,Feature Squeeze (4-bit + median-3),True,301,True
n02165456,MobileNetV2,NES,JPEG (q=75),False,301,True
n02165456,MobileNetV2,NES,Feature Squeeze (4-bit + median-3),False,301,True
n02165456,MobileNetV2,BoundaryAttack,JPEG (q=75),True,310,False
n02165456,MobileNetV2,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,310,False
n01532829,EfficientNetB0,FGSM,JPEG (q=75),True,73,False
n01532829,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,73,False
n01532829,EfficientNetB0,PGD,JPEG (q=75),True,73,False
n01532829,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,73,False
n01532829,EfficientNetB0,C&W,JPEG (q=75),False,12,True
n01532829,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,12,True
n01532829,EfficientNetB0,DeepFool,JPEG (q=75),True,12,True
n01532829,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,12,True
n01532829,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,301,False
n01532829,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,301,False
n01532829,EfficientNetB0,SquareAttack,JPEG (q=75),True,78,False
n01532829,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,12,True
n01532829,EfficientNetB0,NES,JPEG (q=75),False,12,True
n01532829,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),False,12,True
n01532829,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,12,True
n01532829,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,78,False
n01558993,EfficientNetB0,FGSM,JPEG (q=75),True,10,False
n01558993,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,10,False
n01558993,EfficientNetB0,PGD,JPEG (q=75),True,371,False
n01558993,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,10,False
n01558993,EfficientNetB0,C&W,JPEG (q=75),False,15,True
n01558993,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,15,True
n01558993,EfficientNetB0,DeepFool,JPEG (q=75),True,15,True
n01558993,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,15,True
n01558993,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,15,True
n01558993,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,15,True
n01558993,EfficientNetB0,SquareAttack,JPEG (q=75),True,15,True
n01558993,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,15,True
n01558993,EfficientNetB0,NES,JPEG (q=75),True,15,True
n01558993,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),True,15,True
n01558993,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,80,False
n01558993,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,15,True
n01704323,EfficientNetB0,FGSM,JPEG (q=75),False,51,True
n01704323,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),False,51,True
n01704323,EfficientNetB0,PGD,JPEG (q=75),True,427,False
n01704323,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,76,False
n01704323,EfficientNetB0,C&W,JPEG (q=75),False,51,True
n01704323,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,51,True
n01704323,EfficientNetB0,DeepFool,JPEG (q=75),False,51,True
n01704323,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),False,51,True
n01704323,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,301,False
n01704323,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,51,True
n01704323,EfficientNetB0,SquareAttack,JPEG (q=75),True,51,True
n01704323,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,51,True
n01704323,EfficientNetB0,NES,JPEG (q=75),False,51,True
n01704323,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),False,51,True
n01704323,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,235,False
n01704323,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,69,False
n01749939,EfficientNetB0,FGSM,JPEG (q=75),True,416,False
n01749939,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,816,False
n01749939,EfficientNetB0,PGD,JPEG (q=75),True,938,False
n01749939,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,935,False
n01749939,EfficientNetB0,C&W,JPEG (q=75),False,64,True
n01749939,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,64,True
n01749939,EfficientNetB0,DeepFool,JPEG (q=75),True,64,True
n01749939,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,936,False
n01749939,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,301,False
n01749939,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,301,False
n01749939,EfficientNetB0,SquareAttack,JPEG (q=75),True,616,False
n01749939,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,616,False
n01749939,EfficientNetB0,NES,JPEG (q=75),True,64,True
n01749939,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),True,936,False
n01749939,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,31,False
n01749939,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,616,False
n01770081,EfficientNetB0,FGSM,JPEG (q=75),True,73,False
n01770081,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,73,False
n01770081,EfficientNetB0,PGD,JPEG (q=75),True,29,False
n01770081,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,73,False
n01770081,EfficientNetB0,C&W,JPEG (q=75),False,70,True
n01770081,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,73,False
n01770081,EfficientNetB0,DeepFool,JPEG (q=75),True,73,False
n01770081,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,73,False
n01770081,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,301,False
n01770081,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,301,False
n01770081,EfficientNetB0,SquareAttack,JPEG (q=75),True,73,False
n01770081,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,70,True
n01770081,EfficientNetB0,NES,JPEG (q=75),True,73,False
n01770081,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),True,73,False
n01770081,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,70,True
n01770081,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,70,True
n01843383,EfficientNetB0,FGSM,JPEG (q=75),False,96,True
n01843383,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),False,377,False
n01843383,EfficientNetB0,PGD,JPEG (q=75),True,749,False
n01843383,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,93,False
n01843383,EfficientNetB0,C&W,JPEG (q=75),False,96,True
n01843383,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,96,True
n01843383,EfficientNetB0,DeepFool,JPEG (q=75),True,96,True
n01843383,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,96,True
n01843383,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,96,True
n01843383,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,93,False
n01843383,EfficientNetB0,SquareAttack,JPEG (q=75),True,96,True
n01843383,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,93,False
n01843383,EfficientNetB0,NES,JPEG (q=75),False,96,True
n01843383,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),False,96,True
n01843383,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,96,True
n01843383,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,380,False
n01855672,EfficientNetB0,FGSM,JPEG (q=75),True,220,False
n01855672,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,220,False
n01855672,EfficientNetB0,PGD,JPEG (q=75),True,198,False
n01855672,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,225,False
n01855672,EfficientNetB0,C&W,JPEG (q=75),False,99,True
n01855672,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,99,True
n01855672,EfficientNetB0,DeepFool,JPEG (q=75),True,99,True
n01855672,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,99,True
n01855672,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,345,False
n01855672,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,99,True
n01855672,EfficientNetB0,SquareAttack,JPEG (q=75),True,331,False
n01855672,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,99,True
n01855672,EfficientNetB0,NES,JPEG (q=75),False,350,False
n01855672,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),False,99,True
n01855672,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,350,False
n01855672,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,350,False
n01910747,EfficientNetB0,FGSM,JPEG (q=75),True,568,False
n01910747,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,568,False
n01910747,EfficientNetB0,PGD,JPEG (q=75),True,164,False
n01910747,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,164,False
n01910747,EfficientNetB0,C&W,JPEG (q=75),True,107,False
n01910747,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),True,107,False
n01910747,EfficientNetB0,DeepFool,JPEG (q=75),True,107,False
n01910747,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,107,False
n01910747,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,584,False
n01910747,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,36,False
n01910747,EfficientNetB0,SquareAttack,JPEG (q=75),True,107,False
n01910747,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,107,False
n01910747,EfficientNetB0,NES,JPEG (q=75),True,107,False
n01910747,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),True,107,False
n01910747,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,107,False
n01910747,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,164,False
n01930112,EfficientNetB0,FGSM,JPEG (q=75),False,111,True
n01930112,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),False,111,True
n01930112,EfficientNetB0,PGD,JPEG (q=75),True,657,False
n01930112,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,111,True
n01930112,EfficientNetB0,C&W,JPEG (q=75),False,111,True
n01930112,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,111,True
n01930112,EfficientNetB0,DeepFool,JPEG (q=75),True,111,True
n01930112,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,111,True
n01930112,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,111,True
n01930112,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,111,True
n01930112,EfficientNetB0,SquareAttack,JPEG (q=75),False,111,True
n01930112,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),False,111,True
n01930112,EfficientNetB0,NES,JPEG (q=75),False,111,True
n01930112,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),False,111,True
n01930112,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,111,True
n01930112,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,111,True
n01981276,EfficientNetB0,FGSM,JPEG (q=75),True,126,False
n01981276,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,126,False
n01981276,EfficientNetB0,PGD,JPEG (q=75),True,126,False
n01981276,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,126,False
n01981276,EfficientNetB0,C&W,JPEG (q=75),False,121,True
n01981276,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,121,True
n01981276,EfficientNetB0,DeepFool,JPEG (q=75),True,121,True
n01981276,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,121,True
n01981276,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,301,False
n01981276,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,599,False
n01981276,EfficientNetB0,SquareAttack,JPEG (q=75),True,121,True
n01981276,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,121,True
n01981276,EfficientNetB0,NES,JPEG (q=75),True,121,True
n01981276,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),True,121,True
n01981276,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,78,False
n01981276,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,77,False
n02074367,EfficientNetB0,FGSM,JPEG (q=75),True,149,True
n02074367,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,296,False
n02074367,EfficientNetB0,PGD,JPEG (q=75),True,296,False
n02074367,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,296,False
n02074367,EfficientNetB0,C&W,JPEG (q=75),False,149,True
n02074367,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,149,True
n02074367,EfficientNetB0,DeepFool,JPEG (q=75),True,149,True
n02074367,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,149,True
n02074367,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,149,True
n02074367,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,296,False
n02074367,EfficientNetB0,SquareAttack,JPEG (q=75),True,149,True
n02074367,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,149,True
n02074367,EfficientNetB0,NES,JPEG (q=75),False,149,True
n02074367,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),False,149,True
n02074367,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,149,True
n02074367,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,107,False
n02089867,EfficientNetB0,FGSM,JPEG (q=75),True,187,False
n02089867,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,911,False
n02089867,EfficientNetB0,PGD,JPEG (q=75),True,203,False
n02089867,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,203,False
n02089867,EfficientNetB0,C&W,JPEG (q=75),False,166,False
n02089867,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,172,False
n02089867,EfficientNetB0,DeepFool,JPEG (q=75),True,166,False
n02089867,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,152,False
n02089867,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,172,False
n02089867,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,166,False
n02089867,EfficientNetB0,SquareAttack,JPEG (q=75),True,906,False
n02089867,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,906,False
n02089867,EfficientNetB0,NES,JPEG (q=75),True,166,False
n02089867,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),True,217,False
n02089867,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,264,False
n02089867,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,195,False
n02091244,EfficientNetB0,FGSM,JPEG (q=75),True,537,False
n02091244,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,275,False
n02091244,EfficientNetB0,PGD,JPEG (q=75),True,269,False
n02091244,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,272,False
n02091244,EfficientNetB0,C&W,JPEG (q=75),True,537,False
n02091244,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),True,537,False
n02091244,EfficientNetB0,DeepFool,JPEG (q=75),True,537,False
n02091244,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,537,False
n02091244,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,301,False
n02091244,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,537,False
n02091244,EfficientNetB0,SquareAttack,JPEG (q=75),True,904,False
n02091244,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,537,False
n02091244,EfficientNetB0,NES,JPEG (q=75),True,537,False
n02091244,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),True,537,False
n02091244,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,657,False
n02091244,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,128,False
n02091831,EfficientNetB0,FGSM,JPEG (q=75),True,176,False
n02091831,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,275,False
n02091831,EfficientNetB0,PGD,JPEG (q=75),True,176,False
n02091831,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,176,False
n02091831,EfficientNetB0,C&W,JPEG (q=75),False,210,True
n02091831,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,215,False
n02091831,EfficientNetB0,DeepFool,JPEG (q=75),True,210,True
n02091831,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,215,False
n02091831,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,301,False
n02091831,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,215,False
n02091831,EfficientNetB0,SquareAttack,JPEG (q=75),True,904,False
n02091831,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,904,False
n02091831,EfficientNetB0,NES,JPEG (q=75),True,210,True
n02091831,EfficientNetB0,NES,Feature Squeeze (4-bit + median-3),True,215,False
n02091831,EfficientNetB0,BoundaryAttack,JPEG (q=75),True,212,False
n02091831,EfficientNetB0,BoundaryAttack,Feature Squeeze (4-bit + median-3),True,212,False
n02099601,EfficientNetB0,FGSM,JPEG (q=75),True,163,False
n02099601,EfficientNetB0,FGSM,Feature Squeeze (4-bit + median-3),True,163,False
n02099601,EfficientNetB0,PGD,JPEG (q=75),True,163,False
n02099601,EfficientNetB0,PGD,Feature Squeeze (4-bit + median-3),True,163,False
n02099601,EfficientNetB0,C&W,JPEG (q=75),False,207,True
n02099601,EfficientNetB0,C&W,Feature Squeeze (4-bit + median-3),False,207,True
n02099601,EfficientNetB0,DeepFool,JPEG (q=75),True,207,True
n02099601,EfficientNetB0,DeepFool,Feature Squeeze (4-bit + median-3),True,207,True
n02099601,EfficientNetB0,TargetedI-FGSM,JPEG (q=75),True,301,False
n02099601,EfficientNetB0,TargetedI-FGSM,Feature Squeeze (4-bit + median-3),True,207,True
n02099601,EfficientNetB0,SquareAttack,JPEG (q=75),True,207,True
n02099601,EfficientNetB0,SquareAttack,Feature Squeeze (4-bit + median-3),True,207,True
n02099601,EfficientNetB0,NES,JPEG (q=75),True,207,True
